8d25536f-8683-4740-a39c-fbedfbab8005,PERSONAL,denotes personal based things
d4ef3377-de40-4425-ae06-2faf88d57b15,WORK,denotes work based things
94626cde-4f4c-43ec-b5ef-83a148ffb5e5,INDIA,denotes country india
7588d112-fbc7-4fe3-af98-42147579ff0a,UNITED_STATES,denotes country usa
ae0b5647-b5c9-460f-a8b6-e90f11420d31,OTHER,denotes other things
