2094b365-b61a-477e-a52a-36c00865962d,ADDRESS_TYPE,Types of addresses
147b6392-722c-4375-a396-71234fad8ece,PHONE_NUMBER_TYPE,Types of phonenumber
4e35b1db-7d50-4bc0-b10a-566d4a236b45,EMAIL_ADDRESS_TYPE,Types of emails
88f4dd40-59b3-4e81-a418-6af1d1660adf,COUNTRY,Types of countries
